income,education_years,land_owned,age,employment_years,has_collateral,num_dependents,credit_score,district,gender,caste,loan_approved
95694,14,1.452,57,9,0,6,277,Mumbai,0,1,0
115235,6,5.87,43,29,0,0,525,Chennai,0,0,0
32082,0,0.6240000000000001,49,27,0,8,488,Delhi,1,1,0
72243,9,1.6325,61,31,1,8,597,Lucknow,1,0,0
29177,0,0.06999999999999999,70,6,0,2,333,Mumbai,1,1,0
17542,3,1.5775,50,5,0,4,631,Patna,1,0,0
80188,0,2.3825,69,22,0,7,501,Bhopal,1,0,0
68727,7,0.541,48,20,0,5,422,Hyderabad,1,1,0
84632,11,1.7875,35,18,1,8,467,Mumbai,1,0,0
7234,0,0.557,52,12,1,2,152,Jaipur,1,1,0
19280,14,2.1375,29,0,0,6,571,Delhi,1,0,0
105388,0,2.325,68,11,0,5,409,Bhopal,1,0,0
129548,1,1.84,42,34,1,4,418,Pune,0,0,0
126488,10,4.37,62,14,0,3,513,Hyderabad,0,0,1
97119,8,1.568,48,23,0,4,618,Chennai,0,1,0
103721,0,1.62,27,15,0,3,626,Mumbai,0,1,0
71247,0,0.126,64,27,0,2,41,Lucknow,1,1,0
28843,9,3.2560000000000002,69,10,1,6,574,Lucknow,0,1,0
85653,5,0.09,51,0,0,5,366,Patna,1,0,0
17580,0,1.32,68,0,0,3,410,Pune,1,0,0
45912,0,0.662,20,10,0,8,247,Lucknow,1,1,0
29391,0,0.207,63,32,0,0,448,Jaipur,1,1,0
30044,7,0.9060000000000001,56,0,0,0,83,Hyderabad,1,1,0
103581,10,3.3560000000000003,25,35,0,8,400,Chennai,0,1,0
108468,7,4.71,49,24,0,6,350,Kolkata,0,0,0
15882,4,1.6440000000000001,60,35,0,1,729,Hyderabad,0,1,0
104582,0,0.5925,46,2,0,4,306,Patna,1,0,0
93832,9,7.3,39,15,0,3,824,Bhopal,0,0,1
66293,19,1.32,37,16,0,0,522,Patna,0,0,0
51579,0,1.7,23,15,0,8,584,Jaipur,1,0,0
96357,9,2.105,60,8,1,5,538,Chennai,1,0,0
58919,2,2.28,66,19,1,5,386,Hyderabad,0,0,0
99725,3,2.165,46,13,0,3,378,Hyderabad,1,0,0
48681,0,0.033,59,0,0,1,180,Jaipur,1,1,0
71342,6,3.6520000000000006,34,6,0,7,490,Mumbai,0,1,0
71573,16,1.18,48,13,0,7,472,Lucknow,0,0,0
26490,0,0.646,70,2,0,2,321,Hyderabad,1,1,0
22905,0,0.625,51,3,0,6,459,Hyderabad,1,0,0
77470,12,3.348,55,4,0,6,675,Chennai,0,1,0
24731,4,2.048,54,4,0,4,424,Mumbai,0,1,0
73525,14,0.54,21,19,0,4,684,Pune,0,1,0
40175,0,0.5710000000000001,19,6,1,7,328,Patna,1,1,0
54200,1,1.6320000000000001,29,25,0,3,375,Lucknow,0,1,0
91735,0,2.644,52,32,0,0,241,Chennai,0,1,0
121049,0,3.5280000000000005,23,29,1,0,204,Kolkata,0,1,0
13687,9,0.40900000000000003,63,15,0,8,377,Patna,1,1,0
68874,9,0.725,25,14,0,3,414,Mumbai,1,0,0
115793,10,0.15,38,8,1,0,351,Patna,0,0,0
13652,6,1.4375,70,0,0,1,159,Mumbai,1,0,0
37033,5,1.6079999999999999,63,35,0,6,636,Lucknow,0,1,0
24540,2,3.75,52,6,1,1,301,Mumbai,0,0,0
31364,8,1.83,65,21,1,0,768,Delhi,0,0,0
53868,1,0.43,32,5,0,8,105,Kolkata,1,1,0
42663,13,9.84,24,28,0,4,515,Jaipur,0,0,0
36845,0,0.745,32,7,0,3,533,Patna,1,0,0
42607,7,0.6000000000000001,62,25,1,3,209,Patna,1,1,0
115081,12,3.104,23,9,0,0,237,Kolkata,0,1,0
60337,2,1.8725,64,0,1,2,162,Delhi,1,0,0
41674,4,1.316,34,24,1,0,317,Delhi,0,1,0
68904,5,2.4440000000000004,21,26,1,4,668,Hyderabad,0,1,0
164143,18,8.71,39,14,0,4,768,Delhi,0,0,1
17509,10,0.06,49,31,0,8,568,Lucknow,0,1,0
99696,0,1.09,39,19,0,7,317,Lucknow,1,0,0
69342,10,0.8960000000000001,44,8,0,4,381,Delhi,0,1,0
12350,15,1.556,63,6,0,4,371,Delhi,0,1,0
116042,1,4.16,32,15,0,6,406,Jaipur,0,0,0
70596,8,2.988,61,25,1,1,506,Bhopal,0,1,0
42432,5,0.094,68,26,0,6,356,Lucknow,1,1,0
29317,8,1.2825,39,8,0,0,620,Jaipur,1,0,0
54891,5,2.256,45,22,0,4,463,Patna,0,1,0
35029,3,0.49400000000000005,59,0,0,5,467,Chennai,1,1,0
108443,5,2.9280000000000004,55,1,0,0,687,Lucknow,0,1,1
80561,9,1.536,26,30,0,8,285,Jaipur,0,1,0
53494,8,9.45,51,31,1,8,593,Bhopal,0,0,0
6568,3,0.48200000000000004,53,20,0,0,65,Kolkata,1,1,0
102851,0,2.2840000000000003,26,2,0,3,374,Hyderabad,0,1,0
40229,9,0.8260000000000001,32,0,0,7,187,Delhi,1,1,0
38487,5,0.275,62,0,0,1,46,Lucknow,1,1,0
90111,0,0.30000000000000004,37,30,0,7,541,Hyderabad,0,1,0
63462,3,1.77,25,28,0,8,656,Patna,1,0,0
27527,0,1.9320000000000002,45,19,0,8,666,Delhi,0,1,0
59404,4,2.2425,68,20,0,0,365,Patna,1,0,0
60113,4,2.4575,36,8,0,8,297,Chennai,1,0,0
22193,14,0.9975,33,1,1,3,234,Lucknow,1,0,0
57017,14,1.0375,28,32,0,7,284,Hyderabad,1,0,0
84230,8,1.6320000000000001,59,21,1,8,398,Delhi,0,1,0
161377,6,3.25,25,5,0,2,496,Jaipur,0,0,0
58729,12,3.128,50,33,0,5,580,Mumbai,0,1,0
52619,0,3.036,27,30,1,2,255,Pune,0,1,0
72458,11,4.79,35,11,0,0,725,Lucknow,0,0,0
35358,9,0.45,52,11,1,5,586,Lucknow,0,0,0
11873,13,1.2400000000000002,60,15,0,4,724,Patna,0,1,0
53759,4,0.73,67,16,0,2,418,Lucknow,1,0,0
37389,5,0.8109999999999999,20,13,0,3,293,Kolkata,1,1,0
53513,16,0.88,57,26,0,1,746,Jaipur,0,0,1
111906,14,3.224,44,23,0,3,593,Patna,0,1,1
9415,7,0.669,45,3,0,3,430,Jaipur,1,1,0
80566,0,1.83,63,9,0,2,349,Lucknow,1,0,0
22543,20,4.32,23,15,1,5,395,Hyderabad,0,0,0
120891,15,6.8,64,3,0,0,738,Jaipur,0,0,1
98762,0,1.5225,31,3,0,8,290,Patna,1,0,0
27059,1,0.7690000000000001,24,24,0,2,316,Delhi,1,1,0
32683,4,1.1175,27,13,0,2,663,Bhopal,1,0,0
19217,4,0.4730000000000001,32,9,0,2,490,Mumbai,1,1,0
12114,4,0.6440000000000001,48,24,0,6,387,Chennai,1,1,0
118174,11,0.43200000000000005,46,26,0,7,251,Pune,0,1,0
22270,0,0.43600000000000005,59,10,0,1,531,Jaipur,1,1,0
129352,11,9.72,34,13,0,0,538,Lucknow,0,0,1
53923,6,0.095,68,16,0,4,208,Kolkata,1,0,0
65649,0,1.2640000000000002,46,33,0,7,714,Chennai,0,1,0
21420,2,1.2560000000000002,66,23,0,2,333,Hyderabad,0,1,0
52841,1,6.33,61,37,1,5,489,Kolkata,0,0,0
85640,14,1.06,32,22,0,2,714,Hyderabad,0,0,1
117638,3,2.516,43,4,1,5,333,Hyderabad,0,1,0
54850,0,0.095,29,27,0,3,338,Chennai,1,1,0
116058,10,0.38,42,23,1,6,696,Chennai,0,1,1
42061,7,1.82,58,27,1,0,154,Bhopal,1,0,0
59811,7,3.24,22,4,1,0,825,Delhi,0,0,0
100254,5,2.4425,21,30,0,4,656,Jaipur,1,0,0
108044,8,0.148,61,5,0,8,397,Jaipur,0,1,0
86180,10,4.45,65,35,1,4,553,Hyderabad,0,0,1
67694,6,0.11299999999999999,58,0,0,3,202,Mumbai,1,1,0
70320,10,0.8775,48,1,1,7,220,Bhopal,1,0,0
29833,0,0.9980000000000001,20,0,0,4,360,Lucknow,1,1,0
92083,14,2.2225,70,12,0,0,297,Mumbai,1,0,0
45362,0,0.048,20,31,0,6,275,Delhi,1,1,0
81541,0,2.2520000000000002,43,38,0,3,491,Kolkata,0,1,0
19108,11,2.5920000000000005,67,36,0,4,589,Mumbai,0,1,0
187627,3,2.1,34,2,1,5,587,Chennai,0,0,1
106167,8,0.3625,27,22,1,6,644,Mumbai,1,0,0
95420,7,3.6159999999999997,19,26,0,1,580,Hyderabad,0,1,0
70279,0,0.969,41,8,0,0,216,Kolkata,1,1,0
87217,11,3.968,28,22,0,2,649,Delhi,0,1,0
29040,3,0.79,41,4,0,0,26,Bhopal,1,1,0
19645,0,0.664,52,18,0,3,421,Kolkata,1,1,0
125678,2,1.3840000000000001,40,19,1,5,193,Patna,0,1,0
33768,2,0.171,49,4,0,4,500,Bhopal,1,1,0
105853,15,0.31600000000000006,40,23,1,3,504,Bhopal,0,1,0
110849,0,2.7720000000000002,51,40,1,6,503,Hyderabad,0,1,0
100656,0,1.9625,58,0,0,5,404,Patna,1,0,0
117872,10,3.3040000000000003,36,9,1,2,268,Lucknow,0,1,0
26512,0,0.9140000000000001,19,0,0,8,44,Kolkata,1,1,0
23928,4,0.8800000000000001,68,4,0,4,497,Mumbai,1,1,0
115946,9,4.0,19,13,0,0,677,Jaipur,0,1,1
38003,13,0.61,32,24,0,5,264,Kolkata,1,0,0
7323,8,0.763,38,0,1,4,517,Jaipur,1,1,0
100364,8,2.3440000000000003,52,1,0,7,261,Bhopal,0,1,0
36429,0,0.261,22,30,0,3,166,Chennai,1,1,0
50414,10,0.9820000000000001,60,32,0,0,104,Delhi,1,1,0
42111,0,0.8980000000000001,44,22,0,1,487,Pune,1,1,0
86461,13,0.3225,41,0,1,7,429,Chennai,1,0,0
66630,15,0.10400000000000001,24,33,0,7,261,Jaipur,0,1,0
86660,1,2.7520000000000002,23,18,0,4,273,Chennai,0,1,0
49117,0,2.4160000000000004,63,36,0,5,500,Delhi,0,1,0
42192,1,9.36,50,8,1,1,642,Hyderabad,0,0,0
16062,15,2.34,66,23,0,8,660,Pune,0,0,0
99076,17,0.84,34,12,0,5,365,Mumbai,0,0,0
57629,0,0.6475,63,21,0,8,548,Mumbai,1,0,0
59922,0,0.019000000000000003,59,10,0,2,400,Hyderabad,1,1,0
13115,2,0.036,47,32,0,5,170,Delhi,1,1,0
14395,12,2.2875,25,1,0,4,187,Patna,1,0,0
56903,0,0.88,57,5,1,8,611,Chennai,1,0,0
91763,8,1.6440000000000001,63,39,0,0,213,Patna,0,1,0
118033,10,0.18,24,19,0,8,300,Lucknow,0,0,0
8704,0,0.271,23,0,0,4,150,Delhi,1,1,0
169786,19,8.05,21,37,0,0,557,Mumbai,0,0,1
53102,19,6.15,18,38,1,7,318,Jaipur,0,0,0
89460,14,7.54,32,4,0,6,334,Hyderabad,0,0,0
117634,3,4.47,48,31,0,5,670,Hyderabad,0,0,1
104930,8,3.1,42,5,0,1,790,Bhopal,0,0,1
11990,0,1.2075,64,5,1,4,360,Chennai,1,0,0
42238,8,0.323,50,0,0,2,6,Mumbai,1,1,0
126235,14,3.3560000000000003,69,13,0,1,728,Delhi,0,1,1
110303,1,1.192,52,11,0,0,550,Hyderabad,0,1,0
123716,1,2.64,22,26,0,8,429,Pune,0,1,0
9098,13,0.3425,22,17,0,1,234,Chennai,1,0,0
23840,10,2.748,53,11,1,0,516,Patna,0,1,0
192804,14,9.13,34,7,0,6,441,Patna,0,0,1
196415,19,6.09,70,9,0,8,784,Pune,0,0,1
54081,8,5.6,69,15,0,5,737,Chennai,0,0,1
38647,0,0.961,31,17,0,7,87,Hyderabad,1,1,0
18735,11,1.5675,46,0,0,6,582,Delhi,1,0,0
103092,17,2.6,25,40,0,8,347,Delhi,0,0,0
38331,0,0.73,51,20,0,6,600,Chennai,1,0,0
41962,19,7.05,57,19,1,5,823,Jaipur,0,0,1
15477,0,0.735,18,8,1,0,210,Mumbai,1,1,0
28807,4,3.03,46,18,0,8,543,Delhi,0,0,0
67360,0,0.34500000000000003,53,8,0,4,238,Bhopal,1,1,0
172504,11,9.91,68,38,1,1,496,Patna,0,0,1
121117,0,0.40800000000000003,54,0,0,7,414,Hyderabad,0,1,0
119048,8,1.62,46,28,0,3,366,Patna,0,1,0
95807,5,0.248,22,13,0,2,469,Delhi,0,1,0
37989,0,0.8210000000000002,70,8,1,0,220,Chennai,1,1,0
65057,0,0.09200000000000001,49,4,0,4,496,Pune,1,1,0
12465,0,0.674,69,20,0,2,495,Lucknow,1,1,0
64582,0,0.05600000000000001,41,25,0,3,301,Patna,1,1,0
41790,18,6.73,36,26,1,8,486,Kolkata,0,0,0
73630,3,2.1075,29,24,0,6,569,Jaipur,1,0,0
14402,0,0.399,69,20,0,4,411,Delhi,1,1,0
10897,10,0.522,18,28,0,7,244,Kolkata,1,1,0
21264,8,0.40199999999999997,24,30,1,5,312,Bhopal,1,1,0
101188,20,3.0,34,18,1,1,795,Pune,0,0,1
19748,1,8.03,51,23,1,6,321,Bhopal,0,0,0
85528,13,0.68,60,5,1,0,187,Delhi,1,0,0
6687,0,0.7230000000000001,24,28,0,2,391,Patna,1,1,0
90324,0,0.8240000000000001,34,4,0,0,495,Hyderabad,0,1,0
29480,0,1.0,20,23,0,0,244,Kolkata,0,1,0
87553,10,0.84,46,25,0,4,660,Hyderabad,1,0,0
61326,5,0.589,39,22,0,5,211,Bhopal,1,1,0
67358,5,0.454,55,21,0,2,199,Bhopal,1,1,0
20705,3,0.7450000000000001,60,0,0,2,177,Mumbai,1,1,0
67224,6,2.14,46,26,1,2,722,Chennai,0,0,0
35293,16,0.044000000000000004,67,27,0,0,641,Patna,0,1,0
61892,6,3.108,67,25,1,4,223,Hyderabad,0,1,0
76629,0,8.22,59,17,0,0,730,Chennai,0,0,1
81040,10,0.59,22,35,0,2,467,Bhopal,0,0,0
43016,20,6.11,47,7,0,5,586,Pune,0,0,0
21428,0,0.945,40,9,0,5,456,Lucknow,1,0,0
31584,2,3.176,38,19,1,2,350,Kolkata,0,1,0
42303,4,0.8740000000000001,43,23,0,8,182,Bhopal,1,1,0
84383,13,3.404,64,28,0,7,195,Kolkata,0,1,0
28267,5,1.9425,38,9,0,2,615,Pune,1,0,0
144695,16,2.69,37,6,1,4,409,Delhi,0,0,0
168772,0,8.12,40,0,1,4,605,Patna,0,0,1
27291,4,1.3325,21,19,0,4,125,Bhopal,1,0,0
51175,0,0.053000000000000005,38,24,0,2,272,Lucknow,1,1,0
12712,4,0.4570000000000001,38,0,1,4,360,Pune,1,1,0
59617,14,2.355,18,11,0,4,304,Jaipur,1,0,0
23875,5,3.5520000000000005,32,35,0,3,279,Delhi,0,1,0
69135,2,0.40800000000000003,34,30,1,3,269,Bhopal,0,1,0
176426,1,7.44,68,37,0,1,545,Hyderabad,0,0,1
18747,5,3.224,31,27,1,8,418,Pune,0,1,0
83892,0,1.084,36,2,1,6,260,Patna,0,1,0
31004,1,0.472,67,0,1,0,114,Lucknow,1,1,0
32640,18,7.11,51,22,0,4,575,Patna,0,0,0
67528,10,4.39,23,6,1,1,379,Kolkata,0,0,0
29377,1,0.2825,62,27,0,5,298,Jaipur,1,0,0
67638,17,7.06,66,0,0,6,608,Mumbai,0,0,0
71073,0,0.9119999999999999,23,0,0,1,508,Kolkata,1,1,0
125133,10,6.52,70,23,0,5,559,Pune,0,0,1
78882,8,3.096,22,36,0,2,471,Hyderabad,0,1,0
107353,0,1.4320000000000002,24,35,0,8,470,Hyderabad,0,1,0
103126,5,0.4575,50,15,0,3,661,Bhopal,1,0,0
93816,0,1.6075,30,29,0,2,182,Kolkata,1,0,0
84252,3,0.82,68,20,0,2,524,Jaipur,1,0,0
93859,16,8.6,18,36,0,1,779,Lucknow,0,0,1
40989,0,0.123,30,23,0,8,324,Delhi,1,1,0
102080,12,1.7320000000000002,60,24,0,7,560,Delhi,0,1,0
16914,11,1.588,44,9,0,4,489,Kolkata,0,1,0
20045,0,2.345,24,26,0,8,462,Chennai,1,0,0
77494,13,0.3825,69,16,0,1,594,Patna,1,0,0
21427,0,0.025,20,18,0,5,175,Kolkata,1,0,0
81203,9,2.38,42,31,0,6,724,Hyderabad,0,0,1
47960,0,0.82,50,3,0,5,141,Mumbai,1,1,0
175775,7,2.09,57,3,0,2,675,Kolkata,0,0,1
15819,0,0.9640000000000001,34,25,0,8,405,Lucknow,0,1,0
21959,2,0.13,62,0,0,7,473,Mumbai,1,1,0
49743,4,2.8600000000000003,31,16,1,7,204,Bhopal,0,1,0
64362,3,0.1725,54,0,0,7,484,Patna,1,0,0
99665,14,3.31,40,28,0,8,394,Kolkata,0,0,0
78511,0,1.128,41,0,0,0,687,Hyderabad,0,1,0
177993,15,5.55,46,17,1,7,475,Delhi,0,0,1
26568,6,1.825,55,32,0,1,527,Lucknow,1,0,0
173427,19,5.33,44,19,1,3,789,Delhi,0,0,1
92310,13,3.724,55,40,0,0,638,Patna,0,1,1
12892,6,3.8040000000000003,70,33,0,5,592,Hyderabad,0,1,0
12569,0,0.361,57,19,0,0,337,Patna,1,1,0
125890,11,3.112,62,34,0,4,510,Patna,0,1,0
88913,0,2.956,67,15,1,8,392,Delhi,0,1,0
66338,0,2.2325,40,12,0,0,464,Chennai,1,0,0
184160,11,4.48,48,12,0,8,846,Lucknow,0,0,1
33515,0,0.53,53,26,0,3,523,Delhi,1,1,0
25126,0,0.41600000000000004,34,23,0,2,345,Pune,1,1,0
25754,1,0.8500000000000001,54,29,0,7,247,Jaipur,1,1,0
118052,4,0.9199999999999999,20,5,0,5,504,Chennai,0,1,0
112007,9,2.4,53,37,0,6,766,Jaipur,0,0,1
63598,0,1.492,22,37,0,8,270,Kolkata,0,1,0
42532,15,2.3,63,12,1,4,593,Jaipur,0,0,0
117273,15,2.244,32,38,0,1,720,Jaipur,0,1,1
137402,6,1.34,69,12,0,2,823,Kolkata,0,0,1
73156,0,0.8,66,3,0,2,378,Delhi,1,0,0
105334,0,2.2825,23,24,0,3,206,Chennai,1,0,0
54262,8,0.40900000000000003,27,19,0,6,157,Patna,1,1,0
46265,0,2.9920000000000004,49,2,0,5,673,Lucknow,0,1,0
23024,0,0.11299999999999999,40,9,0,2,185,Mumbai,1,1,0
23591,3,0.248,65,17,0,6,343,Kolkata,1,1,0
144473,1,8.07,34,39,1,3,815,Jaipur,0,0,1
47541,10,3.052,63,1,0,7,688,Pune,0,1,0
60726,1,0.386,37,0,1,6,539,Jaipur,1,1,0
25585,0,0.954,61,19,0,6,15,Pune,1,1,0
119576,15,3.644,58,27,0,8,704,Hyderabad,0,1,1
5725,0,0.962,32,16,0,7,199,Mumbai,1,1,0
42247,14,1.07,61,17,1,0,303,Kolkata,1,0,0
42712,9,1.97,63,1,1,6,608,Delhi,0,0,0
63523,7,1.5675,39,25,0,2,627,Lucknow,1,0,0
100416,9,2.74,67,29,0,3,460,Delhi,0,1,0
83080,0,0.5,69,20,1,5,337,Jaipur,0,1,0
79077,11,1.965,23,28,0,4,479,Patna,1,0,0
27631,3,0.018,21,14,0,7,258,Patna,1,1,0
38833,1,4.83,40,32,1,1,456,Hyderabad,0,0,0
150230,11,3.31,61,1,1,4,724,Mumbai,0,0,1
19419,0,1.85,62,18,0,4,140,Delhi,1,0,0
21970,3,3.13,36,21,1,2,646,Patna,0,0,0
48110,6,2.0675,62,25,0,4,469,Chennai,1,0,0
22000,0,0.5950000000000001,48,7,0,3,384,Jaipur,1,1,0
108196,9,3.176,61,19,0,4,617,Lucknow,0,1,0
11803,5,0.9890000000000001,69,17,1,8,455,Bhopal,1,1,0
32489,0,0.679,20,7,0,6,545,Kolkata,1,1,0
120570,0,9.85,45,5,0,0,379,Bhopal,0,0,0
13036,6,0.0725,20,14,0,2,571,Lucknow,1,0,0
146456,3,3.38,31,36,1,8,840,Bhopal,0,0,1
15404,19,1.08,35,7,1,3,788,Pune,0,0,0
66857,7,0.262,44,0,1,3,522,Patna,1,1,0
193998,5,8.39,68,36,0,5,691,Lucknow,0,0,1
175261,2,0.32,27,21,1,2,658,Kolkata,0,0,1
15269,6,1.3,66,0,0,2,152,Delhi,1,0,0
58792,5,0.5670000000000001,32,23,0,8,135,Chennai,1,1,0
62228,0,1.4025,36,8,1,4,529,Patna,1,0,0
85762,0,1.1875,26,29,1,6,648,Hyderabad,1,0,0
95642,20,7.91,21,16,0,4,390,Kolkata,0,0,0
42647,3,0.536,32,36,0,5,592,Pune,0,1,0
25073,14,1.244,68,22,0,7,478,Chennai,0,1,0
21188,7,1.54,65,4,0,7,606,Jaipur,1,0,0
16845,2,2.7640000000000002,25,31,0,1,252,Kolkata,0,1,0
7081,3,0.404,66,13,0,8,260,Pune,1,1,0
98050,0,2.1875,70,0,1,5,431,Lucknow,1,0,0
71286,1,0.41500000000000004,18,13,0,6,164,Lucknow,1,1,0
103693,11,1.612,24,20,0,2,514,Hyderabad,0,1,0
136288,16,0.36,70,5,1,3,801,Mumbai,0,0,1
29570,6,1.3775,48,5,0,5,280,Kolkata,1,0,0
64667,3,0.7090000000000001,35,7,1,6,389,Bhopal,1,1,0
33058,0,0.285,29,0,0,5,190,Kolkata,1,0,0
24642,3,0.305,65,0,0,4,91,Chennai,1,1,0
163172,14,7.81,47,20,1,1,660,Patna,0,0,1
46859,7,1.4640000000000002,50,29,0,6,500,Jaipur,0,1,0
20321,10,0.605,64,21,0,4,364,Chennai,1,0,0
34283,4,2.688,24,31,0,8,203,Mumbai,0,1,0
68502,4,0.197,45,14,0,3,402,Hyderabad,1,1,0
44086,1,0.8960000000000001,66,0,1,1,372,Chennai,1,1,0
38321,0,0.10600000000000001,20,0,0,6,285,Delhi,1,1,0
18298,0,0.7070000000000001,60,0,0,6,440,Hyderabad,1,1,0
99652,8,2.0,23,36,1,0,531,Pune,0,1,0
49854,9,0.87,48,0,0,4,218,Lucknow,1,1,0
19167,3,0.504,55,2,0,2,664,Mumbai,0,1,0
42282,7,1.695,32,27,0,8,562,Delhi,1,0,0
67637,4,0.572,24,0,0,8,217,Jaipur,1,1,0
64922,10,4.8,60,3,0,6,366,Pune,0,0,0
109074,0,4.91,47,30,1,8,330,Patna,0,0,0
115778,16,2.888,44,1,0,1,501,Jaipur,0,1,0
28672,0,2.345,34,5,0,7,369,Mumbai,1,0,0
103958,10,0.2275,35,28,0,0,129,Lucknow,1,0,0
130765,18,0.2,39,30,0,2,584,Delhi,0,0,1
88963,13,8.06,70,1,1,7,452,Bhopal,0,0,0
67036,1,0.27,43,22,0,7,663,Lucknow,1,0,0
77504,6,2.4675,68,13,0,7,648,Lucknow,1,0,0
25535,15,2.4760000000000004,44,9,0,6,550,Jaipur,0,1,0
34206,0,2.604,57,29,1,1,480,Patna,0,1,0
103884,0,0.4975,41,24,0,2,265,Pune,1,0,0
71479,0,0.24,69,10,0,8,51,Hyderabad,1,1,0
18808,0,1.6475,25,16,0,1,523,Chennai,1,0,0
91206,0,2.275,38,0,0,6,260,Hyderabad,1,0,0
16639,6,2.455,46,23,0,0,207,Pune,1,0,0
38504,0,0.792,60,24,1,2,606,Bhopal,0,1,0
5809,0,0.134,38,32,0,0,83,Chennai,1,1,0
35596,0,0.22400000000000003,20,16,0,5,422,Lucknow,0,1,0
50989,13,2.17,48,5,0,3,225,Patna,1,0,0
65605,1,0.29500000000000004,44,4,1,0,354,Kolkata,1,1,0
24553,0,0.002,63,29,0,4,20,Pune,1,1,0
40971,0,0.56,44,30,0,3,125,Kolkata,1,0,0
62606,10,1.36,26,1,0,1,400,Hyderabad,0,1,0
28676,0,0.9910000000000001,50,23,0,6,86,Lucknow,1,1,0
33456,5,0.524,50,23,0,7,452,Jaipur,1,1,0
7846,0,0.205,43,31,0,3,341,Jaipur,1,1,0
70393,19,3.35,45,5,0,8,692,Patna,0,0,0
84157,7,0.825,61,16,0,2,471,Lucknow,1,0,0
22513,0,0.05,60,0,0,5,365,Pune,1,0,0
169458,0,1.35,48,17,0,6,412,Patna,0,0,0
49909,14,1.7375,70,29,0,6,277,Chennai,1,0,0
109456,14,1.2,18,2,1,5,536,Chennai,0,0,0
44468,0,0.924,37,4,1,8,422,Lucknow,0,1,0
61731,10,0.8775,29,15,0,0,285,Patna,1,0,0
31524,0,1.895,34,25,0,8,153,Delhi,1,0,0
55503,15,2.3280000000000003,32,38,0,8,434,Kolkata,0,1,0
70928,0,0.6890000000000001,51,15,0,3,301,Patna,1,1,0
31948,1,1.4175,67,27,0,4,339,Bhopal,1,0,0
76827,11,2.736,33,27,1,2,211,Kolkata,0,1,0
120823,14,0.012,21,33,0,6,688,Delhi,0,1,1
38763,0,2.3275,25,7,0,1,601,Pune,1,0,0
12498,0,0.11100000000000002,51,27,1,7,232,Delhi,1,1,0
25068,0,0.40599999999999997,63,0,0,8,214,Hyderabad,1,1,0
77501,0,1.9275,42,9,1,5,361,Bhopal,1,0,0
117468,11,4.35,32,5,1,8,544,Lucknow,0,0,0
31630,1,0.9470000000000001,45,19,0,5,19,Pune,1,1,0
10505,9,0.46799999999999997,26,30,0,2,209,Kolkata,1,1,0
11312,6,2.1875,19,25,0,2,545,Lucknow,1,0,0
84836,19,8.11,34,40,0,1,371,Chennai,0,0,0
77722,4,3.9240000000000004,27,28,0,4,357,Bhopal,0,1,0
65299,0,0.927,26,0,0,3,522,Pune,1,1,0
158087,3,8.98,48,13,0,5,598,Pune,0,0,1
60002,18,7.32,19,4,1,4,565,Delhi,0,0,0
83779,12,0.9175,41,16,0,5,639,Patna,1,0,0
106090,1,0.42400000000000004,36,38,0,3,674,Bhopal,0,1,0
170286,12,6.89,34,7,0,2,574,Lucknow,0,0,1
83689,4,2.4475,60,6,1,0,172,Delhi,1,0,0
157709,12,7.27,66,18,0,4,699,Kolkata,0,0,1
109516,8,3.7159999999999997,27,10,1,5,593,Kolkata,0,1,0
13967,9,0.8039999999999999,67,11,1,4,488,Hyderabad,1,1,0
26183,4,0.163,45,27,0,4,501,Patna,1,1,0
140827,20,2.49,55,17,1,5,606,Mumbai,0,0,1
67768,6,0.855,65,5,0,3,536,Kolkata,1,0,0
103021,4,0.42,45,29,0,3,628,Patna,1,0,0
116570,18,5.82,67,24,1,7,829,Chennai,0,0,1
116678,3,3.9000000000000004,69,15,0,7,185,Patna,0,1,0
30288,9,0.7610000000000001,67,9,0,2,421,Pune,1,1,0
71697,1,1.0575,18,0,0,6,570,Lucknow,1,0,0
49883,3,0.0125,20,31,0,4,546,Pune,1,0,0
43732,15,3.13,32,0,0,4,689,Pune,0,0,0
136465,18,5.27,69,0,0,2,633,Kolkata,0,0,1
157386,10,3.24,27,20,1,1,747,Hyderabad,0,0,1
60784,2,0.11100000000000002,38,16,0,2,337,Jaipur,1,1,0
72108,8,4.43,54,26,0,6,387,Patna,0,0,0
82026,15,1.012,32,9,0,2,448,Jaipur,0,1,0
42213,8,0.909,40,3,0,1,64,Jaipur,1,1,0
51668,15,1.02,31,27,1,3,363,Jaipur,0,0,0
13606,0,0.049,32,23,0,4,269,Delhi,1,1,0
33694,8,0.005000000000000001,27,24,0,6,376,Jaipur,1,1,0
30111,5,0.82,26,0,0,0,448,Kolkata,1,0,0
80058,8,1.65,61,17,0,7,637,Mumbai,1,0,0
65824,7,1.825,56,32,0,2,540,Jaipur,1,0,0
162979,10,4.53,22,1,0,5,612,Delhi,0,0,1
58932,0,0.684,42,26,0,3,308,Delhi,1,1,0
36709,4,0.9,59,25,0,4,308,Pune,1,0,0
44138,0,0.668,43,0,0,5,41,Jaipur,1,1,0
38203,0,0.041,25,22,0,1,319,Mumbai,1,1,0
82828,6,1.564,39,22,0,2,624,Patna,0,1,0
38624,18,7.91,69,11,0,7,673,Bhopal,0,0,0
24908,1,3.2119999999999997,42,27,1,7,465,Kolkata,0,1,0
